,PLAYER NAME,AVG
57,Brendan Steele,"75' 8"""
58,Zac Blair,"76' 0"""
59,Angel Cabrera,"76' 3"""
60,Charl Schwartzel,"76' 3"""
61,Sergio Garcia,"76' 6"""
62,Brian Harman,"76' 7"""
63,Luke Donald,"76' 11"""
64,William McGirt,"76' 11"""
65,Charles Howell III,"77' 1"""
66,Louis Oosthuizen,"77' 10"""
67,Ben Martin,"78' 1"""
68,Andres Romero,"78' 3"""
69,Steven Bowditch,"78' 4"""
70,Billy Horschel,"78' 5"""
71,Scott Brown,"78' 10"""
72,Billy Hurley III,"78' 10"""
73,Jason Dufner,"79' 0"""
74,Justin Rose,"79' 0"""
75,Camilo Villegas,"79' 0"""
76,Danny Lee,"79' 4"""
77,Brian Stuard,"80' 0"""
78,Davis Love III,"80' 1"""
79,Luke Guthrie,"80' 2"""
80,Jason Kokrak,"80' 5"""
81,Charlie Beljan,"81' 0"""
82,Jim Furyk,"81' 0"""
83,Johnson Wagner,"81' 9"""
84,Sangmoon Bae,"81' 10"""
85,Russell Knox,"82' 1"""
86,Chris Stroud,"82' 3"""
87,Bryce Molder,"82' 4"""
88,John Huh,"82' 7"""
89,Bill Lunde,"83' 3"""
90,Harris English,"83' 5"""
91,J.B. Holmes,"83' 11"""
92,Jhonattan Vegas,"84' 1"""
93,Brice Garnett,"84' 3"""
94,Paul Casey,"84' 8"""
95,Phil Mickelson,"84' 11"""
96,Brendon de Jonge,"85' 1"""
97,Gonzalo Fdez-Castano,"86' 5"""
98,Jeff Overton,"86' 5"""
99,Martin Flores,"86' 9"""
100,Ryo Ishikawa,"87' 0"""
101,Kevin Kisner,"87' 2"""
102,Sean O'Hair,"87' 4"""
103,Marc Leishman,"87' 8"""
104,Vijay Singh,"88' 2"""
105,Alex Prugh,"88' 6"""
106,Bubba Watson,"88' 6"""
107,Kevin Na,"88' 8"""
108,Michael Thompson,"88' 8"""
109,Troy Merritt,"88' 11"""
110,Blayne Barber,"89' 3"""
111,Ernie Els,"89' 3"""
112,John Senden,"89' 7"""
113,Scott Langley,"90' 0"""
114,Dustin Johnson,"90' 5"""
115,Jordan Spieth,"90' 9"""
116,Ricky Barnes,"90' 10"""
117,Keegan Bradley,"91' 0"""
118,Daniel Berger,"91' 5"""
119,Brooks Koepka,"91' 5"""
120,Andrew Svoboda,"91' 5"""
121,Jim Herman,"91' 7"""
122,Adam Hadwin,"91' 9"""
123,Mark Hubbard,"92' 3"""
124,John Merrick,"92' 3"""
125,Francesco Molinari,"92' 4"""
126,Max Homa,"92' 6"""
127,Gary Woodland,"92' 9"""
128,Jonathan Byrd,"92' 10"""
129,Jon Curran,"93' 0"""
130,Cameron Percy,"93' 0"""
131,David Hearn,"93' 2"""
132,Tony Finau,"93' 6"""
133,J.J. Henry,"94' 1"""
134,Alex Cejka,"94' 3"""
135,Jonas Blixt,"94' 4"""
136,Padraig Harrington,"94' 7"""
137,John Peterson,"94' 11"""
138,Scott Piercy,"95' 0"""
139,Brandt Snedeker,"96' 0"""
140,Adam Scott,"96' 2"""
141,Derek Fathauer,"96' 3"""
142,Sam Saunders,"96' 4"""
143,Chad Collins,"96' 6"""
144,Seung-Yul Noh,"97' 2"""
145,Rickie Fowler,"98' 3"""
146,Cameron Tringale,"99' 0"""
147,Nick Watney,"99' 2"""
148,Charley Hoffman,"100' 2"""
149,Nicholas Thompson,"100' 4"""
150,K.J. Choi,"100' 6"""
151,Ryan Moore,"100' 7"""
152,Kyle Reifers,"100' 9"""
153,Matt Jones,"101' 1"""
154,Matt Kuchar,"101' 5"""
155,Brian Davis,"101' 6"""
156,Geoff Ogilvy,"101' 7"""
157,Carlos Ortiz,"101' 9"""
158,Robert Garrigus,"102' 2"""
159,Spencer Levin,"102' 6"""
160,Jamie Donaldson,"103' 3"""
161,Matt Every,"103' 5"""
162,James Hahn,"103' 9"""
163,Chez Reavie,"103' 9"""
164,Byron Smith,"104' 1"""
165,David Toms,"104' 1"""
166,Justin Thomas,"104' 3"""
167,Steven Alker,"104' 10"""
168,Andres Gonzales,"104' 10"""
169,Willy Wilcox,"106' 6"""
170,Greg Chalmers,"106' 7"""
171,Whee Kim,"107' 9"""
172,Brendon Todd,"108' 0"""
173,Morgan Hoffmann,"112' 11"""
174,Jason Day,"113' 5"""
175,Mark Wilson,"113' 10"""
176,Ian Poulter,"117' 11"""
177,Eric Axley,"118' 5"""
178,Pat Perez,"124' 6"""
179,Robert Streb,"126' 10"""
180,David Lingmerth,"145' 0"""
