,PLAYER NAME,AVG
110,Brian Davis,"41' 8"""
111,Russell Henley,"41' 8"""
112,Tony Finau,"41' 9"""
113,Brian Harman,"41' 9"""
114,Sean O'Hair,"41' 9"""
115,Billy Horschel,"41' 10"""
116,Greg Owen,"41' 10"""
117,Bill Haas,"41' 11"""
118,Mark Hubbard,"41' 11"""
119,Spencer Levin,"41' 11"""
120,Kevin Streelman,"41' 11"""
121,Nicholas Thompson,"41' 11"""
122,Martin Flores,"42' 0"""
123,Jerry Kelly,"42' 0"""
124,George McNeill,"42' 0"""
125,Chez Reavie,"42' 1"""
126,Chad Campbell,"42' 2"""
127,Scott Langley,"42' 3"""
128,Bryce Molder,"42' 3"""
129,Scott Piercy,"42' 3"""
130,Ben Martin,"42' 4"""
131,William McGirt,"42' 4"""
132,Ricky Barnes,"42' 5"""
133,John Huh,"42' 5"""
134,Roberto Castro,"42' 7"""
135,Heath Slocum,"42' 7"""
136,Camilo Villegas,"42' 8"""
137,Brice Garnett,"42' 9"""
138,Alex Prugh,"42' 9"""
139,Tim Wilkinson,"42' 9"""
140,Morgan Hoffmann,"42' 11"""
141,Jonathan Byrd,"43' 0"""
142,Matt Kuchar,"43' 0"""
143,Cameron Tringale,"43' 0"""
144,Scott Pinckney,"43' 1"""
145,John Peterson,"43' 3"""
146,Chris Stroud,"43' 3"""
147,Gonzalo Fdez-Castano,"43' 4"""
148,Carl Pettersson,"43' 4"""
149,Marc Leishman,"43' 5"""
150,Mark Wilson,"43' 6"""
151,Scott Brown,"43' 7"""
152,Jeff Overton,"43' 8"""
153,Charles Howell III,"43' 9"""
154,Hunter Mahan,"43' 9"""
155,Kevin Na,"43' 9"""
156,Alex Cejka,"43' 10"""
157,Ben Crane,"43' 11"""
158,Eric Axley,"44' 0"""
159,Sergio Garcia,"44' 0"""
160,Ian Poulter,"44' 0"""
161,Zac Blair,"44' 1"""
162,K.J. Choi,"44' 1"""
163,Padraig Harrington,"44' 1"""
164,Brendon de Jonge,"44' 2"""
165,Angel Cabrera,"44' 4"""
166,S.J. Park,"44' 4"""
167,Byron Smith,"44' 4"""
168,John Senden,"44' 5"""
169,Michael Thompson,"44' 8"""
170,J.B. Holmes,"44' 9"""
171,Luke Donald,"44' 10"""
172,Andrew Putnam,"44' 10"""
173,Jon Curran,"45' 2"""
174,Andres Romero,"45' 3"""
175,Blayne Barber,"45' 4"""
176,Jonas Blixt,"45' 6"""
177,Charley Hoffman,"45' 6"""
178,Matt Jones,"45' 9"""
179,Justin Leonard,"46' 0"""
180,Kyle Reifers,"46' 9"""
181,Jonathan Randolph,"47' 9"""
182,Jamie Donaldson,"50' 5"""
183,Greg Chalmers,"51' 2"""
