,PLAYER NAME,AVG
73,Charley Hoffman,"74' 7"""
74,Jerry Kelly,"74' 7"""
75,Justin Rose,"74' 7"""
76,Kevin Na,"74' 5"""
77,Carl Pettersson,"74' 3"""
78,Bill Lunde,"74' 2"""
79,Adam Scott,"74' 2"""
80,Steven Bowditch,"74' 1"""
81,Erik Compton,"74' 1"""
82,Jim Herman,"74' 0"""
83,Andrew Svoboda,"74' 0"""
84,Nick Watney,"74' 0"""
85,Kyle Reifers,"73' 11"""
86,Hideki Matsuyama,"73' 10"""
87,Jonathan Byrd,"73' 9"""
88,Johnson Wagner,"73' 9"""
89,Carlos Ortiz,"73' 8"""
90,David Toms,"73' 8"""
91,Billy Hurley III,"73' 5"""
92,Jason Gore,"73' 4"""
93,Derek Fathauer,"73' 3"""
94,Ryo Ishikawa,"73' 3"""
95,Dustin Johnson,"73' 3"""
96,Justin Leonard,"73' 3"""
97,David Lingmerth,"73' 3"""
98,Jason Bohn,"73' 2"""
99,Morgan Hoffmann,"73' 2"""
100,Zach Johnson,"73' 2"""
101,Jhonattan Vegas,"73' 2"""
102,Mark Hubbard,"73' 1"""
103,Kevin Kisner,"73' 0"""
104,Seung-Yul Noh,"73' 0"""
105,D.A. Points,"72' 11"""
106,Jason Dufner,"72' 10"""
107,Matt Every,"72' 10"""
108,Brian Harman,"72' 10"""
109,Ken Duke,"72' 9"""
110,J.B. Holmes,"72' 9"""
111,Mark Wilson,"72' 7"""
112,Keegan Bradley,"72' 5"""
113,K.J. Choi,"72' 5"""
114,Chris Kirk,"72' 5"""
115,Brice Garnett,"72' 4"""
116,Jason Kokrak,"72' 4"""
117,Ryan Palmer,"72' 3"""
118,Justin Thomas,"72' 3"""
119,Chad Campbell,"72' 2"""
120,Ryan Moore,"72' 1"""
121,Kevin Streelman,"71' 11"""
122,Geoff Ogilvy,"71' 8"""
123,Shawn Stefani,"71' 8"""
124,Sam Saunders,"71' 6"""
125,John Senden,"71' 6"""
126,William McGirt,"71' 5"""
127,Nicholas Thompson,"71' 4"""
128,Brendon de Jonge,"71' 3"""
129,Jeff Overton,"71' 3"""
130,Patrick Rodgers,"71' 2"""
131,Chris Stroud,"71' 1"""
132,Bubba Watson,"71' 1"""
133,Spencer Levin,"71' 0"""
134,Ricky Barnes,"70' 11"""
135,Russell Knox,"70' 10"""
136,Daniel Berger,"70' 9"""
137,Eric Axley,"70' 8"""
138,Scott Brown,"70' 8"""
139,Padraig Harrington,"70' 8"""
140,Scott Langley,"70' 8"""
141,Charles Howell III,"70' 7"""
142,John Peterson,"70' 6"""
143,Boo Weekley,"70' 6"""
144,Angel Cabrera,"70' 4"""
145,Tim Wilkinson,"70' 2"""
146,Chad Collins,"70' 0"""
147,Jon Curran,"70' 0"""
148,Chez Reavie,"70' 0"""
149,Max Homa,"69' 11"""
150,Alex Cejka,"69' 6"""
151,Marc Leishman,"69' 6"""
152,Roger Sloan,"69' 6"""
153,Scott Stallings,"69' 6"""
154,Bill Haas,"69' 5"""
155,Webb Simpson,"69' 4"""
156,Derek Ernst,"69' 3"""
157,Cameron Percy,"69' 3"""
158,Charlie Beljan,"69' 2"""
159,Retief Goosen,"69' 0"""
160,Heath Slocum,"69' 0"""
161,Ernie Els,"68' 8"""
162,Jim Furyk,"68' 6"""
163,Graham DeLaet,"68' 5"""
164,Michael Putnam,"67' 9"""
165,Francesco Molinari,"67' 6"""
166,Oscar Fraustro,"67' 2"""
167,Vijay Singh,"67' 1"""
168,Steven Alker,"67' 0"""
169,John Merrick,"66' 3"""
170,Gonzalo Fdez-Castano,"66' 2"""
171,Tyrone Van Aswegen,"66' 2"""
172,Alex Prugh,"66' 1"""
173,Charl Schwartzel,"66' 0"""
174,Greg Owen,"65' 11"""
175,Roberto Castro,"65' 4"""
176,Byron Smith,"65' 4"""
177,S.J. Park,"64' 11"""
178,Robert Garrigus,"64' 8"""
179,Davis Love III,"63' 10"""
180,Lucas Glover,"63' 8"""
181,Robert Allenby,"63' 5"""
182,J.J. Henry,"63' 2"""
183,Jim Renner,"61' 2"""
